UID,REC
9781,"({62: 8.28657932101386}, [62, 22, 93, 88, 1, 40, 97, 12, 91])"
9782,"({89: 3.4470496275820284}, [89, 50, 72, 76, 27, 93, 97, 78, 54])"
9783,"({89: 7.436701290758554}, [89, 96, 92, 72, 32, 99, 28, 97, 82])"
9784,"({29: 2.742983107930925}, [29, 32, 49, 81, 89, 76, 65, 88, 46])"
9785,"({50: 5.369574026759391}, [50, 69, 56, 89, 88, 31, 93, 87, 29])"
9786,"({89: 6.041015427843197}, [89, 96, 95, 93, 91, 84, 88, 90, 94])"
9787,"({1: 0.8644423064417683}, [1, 10, 36, 2, 87, 22, 76, 27, 44])"
9788,"({72: 1.4318397846917164}, [72, 82, 86, 15, 56, 96, 19, 84, 40])"
9789,"({62: 6.210483062035673}, [62, 78, 54, 40, 48, 80, 28, 11, 73])"
9790,"({62: 4.692415635394912}, [62, 100, 45, 73, 28, 78, 85, 19, 97])"
9791,"({53: 7.981451845205301}, [53, 27, 72, 89, 56, 80, 28, 100, 78])"
9792,"({89: 1.519356117717889}, [89, 27, 48, 54, 64, 93, 34, 3, 94])"
9793,"({80: 7.554264811419657}, [80, 78, 77, 85, 83, 72, 89, 81, 76])"
9794,"({61: 6.675530312073467}, [61, 100, 89, 35, 49, 72, 98, 80, 73])"
9795,"({97: 1.9018254231618148}, [97, 83, 93, 90, 23, 27, 56, 64, 4])"
9796,"({54: 3.61244508461771}, [54, 94, 69, 61, 35, 48, 99, 11, 87])"
9797,"({89: 2.860068003875774}, [89, 91, 76, 94, 6, 78, 93, 82, 73])"
9798,"({89: 3.00466929690843}, [89, 95, 83, 76, 88, 87, 94, 32, 81])"
9799,"({36: 5.791176970781393}, [36, 53, 80, 54, 66, 69, 62, 49, 6])"
9800,"({35: 8.370369510974848}, [35, 53, 49, 56, 34, 100, 48, 38, 40])"
9801,"({65: 5.573158576878502}, [65, 54, 32, 80, 53, 6, 81, 69, 83])"
9802,"({89: 2.7445326025710353}, [89, 50, 54, 72, 76, 66, 78, 80, 93])"
9803,"({6: 2.472450651230348}, [6, 72, 21, 50, 62, 36, 76, 69, 89])"
9804,"({76: 1.2699310650183493}, [76, 42, 21, 94, 27, 83, 34, 46, 96])"
9805,"({29: 8.224750828109885}, [29, 27, 83, 49, 76, 28, 88, 92, 11])"
9806,"({53: 4.795909195246308}, [53, 72, 76, 56, 61, 83, 89, 73, 80])"
9807,"({89: 4.777527247711568}, [89, 53, 76, 68, 93, 72, 78, 91, 87])"
9808,"({36: 0.6970401108816493}, [36, 34, 32, 69, 31, 72, 76, 54, 83])"
9809,"({36: 5.373599452391803}, [36, 5, 66, 54, 89, 72, 100, 90, 83])"
9810,"({29: 5.890545443927735}, [29, 89, 32, 61, 53, 54, 72, 36, 56])"
9811,"({100: 2.484461914078822}, [100, 27, 81, 76, 83, 36, 98, 72, 80])"
9812,"({29: 5.077577982968593}, [29, 2, 14, 56, 89, 68, 66, 97, 61])"
9813,"({18: 1.051445680555627}, [18, 65, 26, 12, 45, 49, 16, 14, 15])"
9814,"({97: 7.541333902324042}, [97, 14, 32, 28, 52, 46, 54, 67, 5])"
9815,"({72: 1.4073067608094525}, [72, 62, 50, 73, 47, 91, 46, 3, 79])"
9816,"({21: 6.496384122153874}, [21, 34, 46, 6, 56, 72, 35, 69, 22])"
9817,"({73: 1.4496998859907952}, [73, 99, 78, 58, 93, 95, 72, 96, 80])"
9818,"({27: 2.90948267701704}, [27, 72, 80, 11, 3, 78, 31, 87, 100])"
9819,"({89: 5.698495676587653}, [89, 62, 35, 93, 50, 47, 76, 72, 48])"
9820,"({76: -0.458681542435183}, [76, 72, 83, 6, 68, 91, 73, 77, 78])"
9821,"({89: 2.8162531348231252}, [89, 95, 96, 53, 72, 50, 76, 54, 29])"
9822,"({49: 3.5131092778642703}, [49, 29, 50, 89, 83, 91, 93, 72, 97])"
9823,"({50: 7.758595525709393}, [50, 89, 69, 96, 97, 93, 76, 91, 72])"
9824,"({72: 4.023789384854848}, [72, 27, 50, 76, 65, 80, 78, 83, 89])"
9825,"({100: 1.2818158934873294}, [100, 98, 80, 31, 52, 76, 72, 78, 73])"
9826,"({27: 5.785221496137217}, [27, 89, 61, 65, 81, 72, 93, 76, 47])"
9827,"({62: 3.391488936253217}, [62, 49, 32, 28, 36, 89, 42, 38, 63])"
9828,"({87: 1.4822770511854764}, [87, 72, 93, 88, 95, 83, 89, 76, 68])"
9829,"({72: 0.2563804707634523}, [72, 62, 19, 81, 68, 71, 2, 54, 80])"
9830,"({89: -0.9399029356323789}, [89, 10, 6, 1, 76, 68, 11, 45, 12])"
9831,"({72: -0.9861270595734393}, [72, 76, 5, 81, 94, 87, 83, 95, 15])"
9832,"({73: 6.7493900666268045}, [73, 87, 27, 35, 90, 59, 68, 49, 19])"
9833,"({89: 0.9997293048146378}, [89, 72, 27, 68, 93, 83, 28, 95, 78])"
9834,"({89: 2.0958507311313275}, [89, 97, 96, 70, 76, 67, 68, 88, 72])"
9835,"({62: 6.496467231501259}, [62, 50, 42, 72, 70, 47, 73, 59, 43])"
9836,"({65: 3.667591239201137}, [65, 62, 12, 69, 39, 89, 83, 80, 36])"
9837,"({68: 8.155326097039756}, [68, 95, 32, 19, 8, 82, 64, 50, 16])"
9838,"({50: 1.8991436151080314}, [50, 76, 94, 91, 89, 87, 96, 95, 93])"
9839,"({6: 3.603523093817116}, [6, 69, 93, 32, 53, 72, 92, 26, 1])"
9840,"({50: 4.513016841687957}, [50, 65, 76, 46, 35, 89, 42, 21, 12])"
9841,"({32: 7.261074748775522}, [32, 94, 69, 55, 42, 28, 39, 73, 71])"
9842,"({89: 1.7144142800588742}, [89, 76, 50, 72, 54, 93, 97, 35, 96])"
9843,"({36: 3.0461175179668922}, [36, 27, 89, 29, 76, 93, 87, 88, 1])"
9844,"({94: 1.1388152418023239}, [94, 19, 99, 15, 10, 20, 97, 93, 86])"
9845,"({36: 2.7432974816464517}, [36, 87, 1, 62, 88, 92, 55, 48, 18])"
9846,"({32: 8.071449417701444}, [32, 27, 85, 12, 73, 26, 46, 93, 47])"
9847,"({100: 6.737567748554094}, [100, 36, 98, 51, 83, 76, 73, 85, 80])"
9848,"({8: 4.411926981709419}, [8, 32, 89, 1, 60, 90, 23, 64, 94])"
9849,"({34: 2.393816847695707}, [34, 46, 98, 100, 72, 87, 95, 24, 76])"
9850,"({21: 7.297463594230604}, [21, 29, 36, 89, 83, 72, 85, 28, 48])"
9851,"({89: 2.501475528816517}, [89, 54, 72, 97, 76, 7, 93, 96, 78])"
9852,"({32: 8.10339219816415}, [32, 69, 63, 1, 89, 55, 72, 93, 95])"
9853,"({76: 4.802949831111814}, [76, 61, 49, 79, 91, 97, 28, 70, 46])"
9854,"({83: 5.287743447279435}, [83, 91, 81, 32, 85, 92, 12, 72, 61])"
9855,"({89: 1.0682510994961418}, [89, 76, 61, 87, 75, 72, 7, 83, 80])"
9856,"({61: 2.9880051509904}, [61, 72, 54, 80, 26, 76, 73, 83, 78])"
9857,"({89: 4.81335202072413}, [89, 76, 28, 65, 78, 11, 80, 72, 100])"
9858,"({66: 2.76762182401654}, [66, 77, 53, 28, 97, 11, 48, 31, 96])"
9859,"({50: 7.613967985412416}, [50, 27, 68, 89, 66, 93, 56, 72, 76])"
9860,"({89: 0.6935146719218761}, [89, 76, 72, 32, 81, 82, 87, 88, 95])"
9861,"({89: 0.056722207025341476}, [89, 76, 72, 83, 95, 93, 98, 50, 92])"
9862,"({29: 2.819335710973457}, [29, 76, 93, 89, 72, 87, 56, 49, 48])"
9863,"({89: 3.5169696203307526}, [89, 76, 97, 68, 93, 88, 72, 83, 62])"
9864,"({49: 6.1604004149493985}, [49, 31, 78, 21, 96, 73, 70, 18, 79])"
9865,"({87: 6.163804431761575}, [87, 76, 11, 40, 90, 75, 47, 53, 68])"
9866,"({89: 7.061404048314655}, [89, 14, 83, 61, 56, 39, 72, 47, 6])"
9867,"({91: 4.492636280622387}, [91, 10, 94, 95, 29, 92, 72, 87, 96])"
9868,"({62: 1.8468118413512185}, [62, 89, 54, 76, 72, 78, 56, 93, 79])"
9869,"({49: 3.4374104656874542}, [49, 89, 32, 28, 36, 35, 38, 93, 27])"
9870,"({75: 1.466367909218683}, [75, 90, 1, 49, 55, 57, 26, 24, 40])"
9871,"({89: -1.5211947629039904}, [89, 29, 76, 32, 53, 72, 62, 93, 83])"
9872,"({83: 4.842736715240804}, [83, 80, 72, 87, 98, 76, 78, 92, 79])"
9873,"({90: 2.4803617090731143}, [90, 68, 78, 79, 30, 86, 84, 63, 64])"
9874,"({61: 4.101837316655587}, [61, 80, 50, 11, 69, 73, 34, 21, 79])"
9875,"({10: 7.212113400471054}, [10, 46, 24, 55, 54, 51, 100, 30, 36])"
9876,"({6: 3.3285999054930415}, [6, 10, 52, 1, 76, 3, 12, 22, 89])"
9877,"({53: 6.7598674710286595}, [53, 62, 78, 65, 89, 73, 85, 79, 66])"
9878,"({6: 4.686953577410707}, [6, 46, 22, 89, 88, 87, 50, 39, 53])"
9879,"({32: 4.486062559282552}, [32, 49, 89, 65, 76, 97, 72, 96, 81])"
9880,"({76: 0.9577191838471976}, [76, 86, 50, 94, 14, 100, 24, 70, 9])"
9881,"({6: 5.209463791797906}, [6, 62, 66, 73, 78, 89, 94, 93, 87])"
9882,"({86: 5.245469991747219}, [86, 94, 6, 89, 91, 90, 68, 78, 92])"
9883,"({72: 2.3306402783633913}, [72, 76, 80, 26, 36, 81, 56, 21, 61])"
9884,"({49: 5.662892730201541}, [49, 47, 12, 89, 69, 34, 50, 70, 80])"
9885,"({81: 2.7710341879429}, [81, 50, 78, 27, 83, 6, 94, 82, 39])"
9886,"({21: 6.264496587819857}, [21, 10, 5, 3, 73, 79, 51, 69, 45])"
9887,"({81: 5.670906429194957}, [81, 50, 83, 32, 88, 87, 31, 76, 86])"
9888,"({89: 3.3555667015819317}, [89, 76, 78, 72, 92, 87, 53, 35, 80])"
9889,"({47: 7.812820201436803}, [47, 42, 12, 14, 46, 39, 66, 29, 76])"
9890,"({83: 1.9789347487951132}, [83, 21, 98, 72, 76, 29, 81, 53, 87])"
9891,"({80: 4.490318744022524}, [80, 62, 78, 27, 73, 90, 87, 93, 76])"
9892,"({73: 4.200269835656151}, [73, 80, 78, 77, 79, 89, 76, 72, 32])"
9893,"({89: 5.691729970925014}, [89, 50, 47, 46, 76, 28, 5, 14, 88])"
9894,"({93: 6.052690731194202}, [93, 49, 62, 63, 84, 99, 66, 18, 48])"
9895,"({32: 3.193158504057007}, [32, 72, 76, 65, 27, 69, 87, 81, 47])"
9896,"({21: 6.9242760825726375}, [21, 98, 26, 27, 89, 72, 66, 31, 80])"
9897,"({87: 3.661362013622072}, [87, 98, 72, 66, 32, 68, 76, 89, 42])"
9898,"({53: 3.219356948726748}, [53, 32, 69, 6, 89, 72, 76, 48, 45])"
9899,"({73: 5.506737554705939}, [73, 83, 97, 98, 85, 92, 49, 63, 56])"
9900,"({97: 4.512722205661565}, [97, 50, 21, 72, 89, 69, 93, 25, 22])"
9901,"({89: 2.446952012271885}, [89, 76, 93, 72, 97, 68, 81, 78, 88])"
9902,"({50: 4.6275319243025255}, [50, 65, 89, 49, 35, 83, 31, 6, 56])"
9903,"({91: 4.455927333033504}, [91, 89, 50, 46, 22, 94, 86, 72, 92])"
9904,"({50: -0.7827415978807206}, [50, 89, 2, 97, 93, 87, 88, 72, 69])"
9905,"({31: 7.519552940388753}, [31, 61, 70, 100, 2, 81, 3, 1, 40])"
9906,"({27: 3.862549656129529}, [27, 50, 2, 69, 11, 1, 53, 34, 52])"
9907,"({53: 3.9449693432630593}, [53, 89, 49, 72, 76, 46, 81, 11, 34])"
9908,"({10: -0.3097033467371148}, [10, 81, 44, 9, 1, 55, 86, 76, 43])"
9909,"({35: 4.165320617883012}, [35, 76, 72, 21, 50, 98, 36, 66, 84])"
9910,"({36: 4.33750075752432}, [36, 27, 53, 93, 68, 49, 25, 75, 39])"
9911,"({89: 1.5016905709595905}, [89, 90, 93, 94, 95, 86, 97, 88, 96])"
9912,"({61: 7.471959712722147}, [61, 54, 31, 27, 47, 12, 22, 78, 14])"
9913,"({89: 6.623830684486364}, [89, 54, 93, 50, 61, 35, 63, 21, 43])"
9914,"({92: 4.261048990067707}, [92, 89, 96, 94, 93, 77, 76, 95, 88])"
9915,"({100: 3.7946202236562807}, [100, 98, 2, 29, 81, 52, 51, 46, 34])"
9916,"({50: 5.842176277491131}, [50, 87, 35, 72, 92, 96, 76, 53, 28])"
9917,"({72: 2.2185081033468386}, [72, 56, 32, 11, 25, 76, 93, 89, 23])"
9918,"({83: -4.579241244976659}, [83, 98, 53, 1, 65, 68, 14, 31, 28])"
9919,"({89: 4.0081916273352665}, [89, 76, 32, 62, 53, 72, 93, 29, 80])"
9920,"({1: 6.153313741245044}, [1, 94, 25, 86, 95, 37, 44, 67, 57])"
9921,"({54: 5.545641812526134}, [54, 11, 6, 32, 22, 52, 45, 1, 36])"
9922,"({65: 8.007941013297732}, [65, 21, 32, 3, 83, 12, 62, 98, 100])"
9923,"({27: 6.159519968975566}, [27, 61, 56, 68, 42, 11, 21, 72, 38])"
9924,"({100: 3.9819302280006634}, [100, 6, 80, 36, 62, 66, 26, 73, 85])"
9925,"({27: 4.387764320260654}, [27, 89, 76, 72, 97, 28, 93, 78, 81])"
9926,"({72: 6.583455990123405}, [72, 21, 49, 100, 46, 81, 87, 89, 76])"
9927,"({44: 1.854984160318848}, [44, 10, 8, 36, 22, 95, 45, 85, 94])"
9928,"({76: -2.790287432808345}, [76, 89, 95, 72, 93, 94, 83, 87, 91])"
9929,"({10: 4.582619141842309}, [10, 3, 1, 12, 11, 100, 52, 38, 81])"
9930,"({53: 3.6346955454688565}, [53, 32, 76, 72, 66, 47, 48, 96, 77])"
9931,"({55: 1.2958309934412569}, [55, 81, 88, 38, 94, 89, 95, 86, 22])"
9932,"({89: 3.3737496609527824}, [89, 97, 91, 94, 93, 83, 76, 72, 86])"
9933,"({50: 5.279048023420835}, [50, 36, 35, 31, 56, 10, 72, 89, 61])"
9934,"({89: 3.9260563644551656}, [89, 76, 72, 50, 62, 83, 93, 69, 87])"
9935,"({18: 5.713355878651753}, [18, 86, 91, 31, 81, 25, 1, 94, 97])"
9936,"({89: 3.3761266603829085}, [89, 76, 72, 47, 66, 36, 93, 78, 92])"
9937,"({89: 4.413180823680868}, [89, 90, 76, 72, 93, 78, 83, 71, 91])"
9938,"({89: 1.814105497675506}, [89, 97, 76, 95, 93, 96, 87, 94, 88])"
9939,"({89: 5.915937655298632}, [89, 6, 80, 12, 78, 47, 34, 66, 93])"
9940,"({50: 4.844215193615918}, [50, 29, 35, 49, 62, 68, 12, 26, 40])"
9941,"({3: 2.9503492632021056}, [3, 72, 29, 93, 21, 45, 87, 47, 1])"
9942,"({91: 7.8529073687190145}, [91, 80, 61, 54, 73, 93, 96, 92, 30])"
9943,"({78: 2.267320584704138}, [78, 72, 86, 93, 61, 17, 75, 89, 30])"
9944,"({89: 3.51275815855256}, [89, 50, 29, 93, 97, 76, 47, 2, 72])"
9945,"({29: 5.876990604293628}, [29, 76, 72, 80, 89, 32, 93, 68, 78])"
9946,"({62: 4.081192212397211}, [62, 65, 54, 83, 72, 76, 89, 66, 53])"
9947,"({29: 2.6670379536366617}, [29, 42, 2, 12, 89, 69, 17, 41, 38])"
9948,"({89: 5.131847291257074}, [89, 84, 61, 86, 90, 93, 78, 27, 88])"
9949,"({89: 6.298701572173374}, [89, 27, 32, 53, 28, 72, 80, 31, 76])"
9950,"({42: 5.350841672440994}, [42, 38, 63, 89, 25, 66, 6, 68, 49])"
9951,"({36: 2.311243489148873}, [36, 89, 68, 54, 32, 65, 88, 56, 72])"
9952,"({2: 6.97183710131641}, [2, 5, 78, 40, 9, 70, 100, 64, 44])"
9953,"({93: 1.8822592891330803}, [93, 29, 48, 72, 5, 81, 1, 8, 77])"
9954,"({100: 2.386836927535236}, [100, 61, 98, 53, 49, 80, 83, 72, 76])"
9955,"({89: 7.433714265694348}, [89, 53, 14, 56, 66, 45, 6, 25, 96])"
9956,"({93: 1.8457904611600624}, [93, 82, 81, 95, 3, 54, 18, 35, 86])"
9957,"({22: 4.0307579245771334}, [22, 46, 83, 81, 98, 72, 87, 76, 85])"
9958,"({27: 6.510142216108196}, [27, 61, 80, 50, 73, 89, 65, 72, 79])"
9959,"({28: 6.384374745313943}, [28, 90, 89, 54, 78, 68, 62, 47, 20])"
9960,"({50: 0.6538373956427823}, [50, 29, 89, 72, 76, 81, 91, 68, 97])"
9961,"({89: 5.027032487947075}, [89, 83, 76, 72, 78, 27, 91, 93, 85])"
9962,"({94: 7.395351185336354}, [94, 48, 89, 93, 47, 84, 90, 96, 82])"
9963,"({89: 3.5405387272063904}, [89, 81, 88, 76, 72, 93, 97, 95, 92])"
9964,"({47: 3.3230285566429414}, [47, 6, 89, 73, 77, 79, 80, 62, 76])"
9965,"({36: 4.391721465303507}, [36, 27, 49, 91, 89, 83, 93, 80, 55])"
9966,"({54: 5.87108552873946}, [54, 50, 93, 28, 63, 6, 38, 39, 22])"
9967,"({10: 6.539156938561816}, [10, 11, 89, 2, 68, 94, 15, 35, 66])"
9968,"({29: 6.184654690137631}, [29, 89, 49, 76, 72, 93, 66, 12, 97])"
9969,"({50: 4.716514292793016}, [50, 35, 53, 32, 56, 27, 42, 97, 99])"
9970,"({76: 5.285248855282004}, [76, 72, 81, 73, 77, 61, 8, 71, 96])"
9971,"({10: 1.5873562721082437}, [10, 68, 27, 1, 89, 93, 53, 60, 66])"
9972,"({28: 6.270949511429469}, [28, 72, 84, 93, 36, 54, 89, 53, 98])"
9973,"({29: 1.0003303479737489}, [29, 80, 65, 85, 72, 83, 53, 76, 87])"
9974,"({76: 4.3265758243218855}, [76, 72, 91, 83, 89, 78, 93, 81, 96])"
9975,"({1: 4.668343951498088}, [1, 22, 31, 64, 29, 25, 51, 60, 37])"
9976,"({31: 6.484016217280964}, [31, 39, 52, 45, 35, 4, 53, 41, 32])"
9977,"({94: 3.9434141274674985}, [94, 86, 68, 89, 54, 91, 96, 55, 88])"
9978,"({89: 3.2360841921755554}, [89, 91, 10, 94, 76, 27, 86, 72, 97])"
9979,"({49: 6.507923360482614}, [49, 35, 72, 76, 83, 89, 54, 27, 93])"
9980,"({76: 8.328260470400554}, [76, 83, 62, 69, 14, 28, 27, 77, 40])"
9981,"({53: 3.2093923500870645}, [53, 85, 39, 98, 45, 65, 97, 78, 5])"
9982,"({11: 8.976105201778271}, [11, 25, 33, 22, 51, 52, 66, 3, 64])"
9983,"({1: 3.1795612684961947}, [1, 7, 35, 8, 53, 92, 76, 66, 69])"
9984,"({53: 2.1080822514256936}, [53, 72, 81, 94, 96, 70, 31, 10, 82])"
9985,"({32: 3.830673105967409}, [32, 89, 27, 29, 72, 76, 80, 62, 65])"
9986,"({2: 5.543513404300736}, [2, 50, 14, 44, 4, 91, 87, 94, 96])"
9987,"({89: 5.2868878437510505}, [89, 93, 50, 28, 88, 94, 92, 96, 95])"
9988,"({49: 3.94462273754243}, [49, 89, 93, 47, 28, 97, 11, 94, 91])"
9989,"({27: 3.2317584438822595}, [27, 49, 36, 21, 68, 11, 29, 73, 25])"
9990,"({76: 7.649628561029738}, [76, 96, 2, 63, 75, 74, 71, 64, 37])"
9991,"({38: 3.279183015842144}, [38, 80, 49, 93, 70, 78, 92, 63, 73])"
9992,"({81: 1.9887970406134423}, [81, 83, 89, 100, 76, 53, 72, 98, 87])"
9993,"({89: 6.258967151923908}, [89, 68, 62, 32, 76, 72, 93, 36, 88])"
9994,"({76: 2.7257124446581646}, [76, 1, 36, 56, 72, 89, 83, 93, 37])"
9995,"({90: 5.593658714216426}, [90, 97, 84, 71, 68, 89, 93, 83, 96])"
9996,"({27: 6.512256796421614}, [27, 78, 32, 53, 93, 68, 87, 72, 76])"
9997,"({91: 2.2211455897129495}, [91, 89, 62, 88, 95, 87, 90, 83, 28])"
9998,"({32: 1.3886248683817048}, [32, 12, 93, 72, 61, 76, 11, 63, 95])"
9999,"({76: 5.464124073146779}, [76, 53, 70, 92, 47, 42, 26, 51, 66])"
10000,"({72: 6.407416978851238}, [72, 98, 76, 80, 42, 89, 100, 78, 79])"
10001,"({12: 6.289048592263448}, [12, 29, 6, 42, 34, 49, 2, 50, 83])"
10002,"({29: 5.929178901603674}, [29, 76, 50, 21, 72, 36, 11, 91, 89])"
10003,"({32: 6.849239378048312}, [32, 29, 89, 56, 50, 72, 26, 18, 40])"
10004,"({31: 5.513770247678136}, [31, 29, 80, 83, 35, 69, 66, 52, 32])"
10005,"({76: -2.6889090693195645}, [76, 89, 72, 93, 94, 60, 95, 87, 97])"
10006,"({1: 4.117444156971806}, [1, 35, 2, 21, 66, 56, 23, 54, 8])"
10007,"({83: 0.9077062311984476}, [83, 76, 21, 89, 10, 81, 97, 98, 87])"
10008,"({27: 6.42054254651817}, [27, 73, 11, 53, 61, 32, 52, 51, 34])"
10009,"({53: 4.949753750559983}, [53, 93, 56, 73, 80, 3, 94, 48, 54])"
10010,"({53: 4.86394838085871}, [53, 27, 89, 61, 69, 31, 45, 72, 6])"
10011,"({35: 4.627616737433266}, [35, 69, 72, 76, 80, 29, 89, 45, 78])"
10012,"({68: 3.826571244249046}, [68, 89, 92, 70, 72, 53, 32, 30, 50])"
10013,"({31: 7.095410439409629}, [31, 12, 6, 14, 39, 49, 72, 76, 98])"
10014,"({27: 2.578013180859474}, [27, 89, 29, 54, 66, 93, 91, 61, 87])"
10015,"({62: 7.744858617319734}, [62, 32, 61, 63, 84, 42, 89, 93, 90])"
10016,"({54: 4.046057986516505}, [54, 89, 36, 46, 49, 35, 22, 72, 88])"
10017,"({89: 3.2145397708333125}, [89, 72, 76, 93, 68, 97, 78, 90, 80])"
10018,"({29: 6.191977319540098}, [29, 36, 61, 72, 100, 76, 83, 89, 34])"
10019,"({62: 5.668107580802623}, [62, 89, 53, 83, 72, 91, 84, 76, 14])"
10020,"({47: 6.992098643451274}, [47, 21, 6, 42, 66, 44, 9, 67, 32])"
10021,"({93: 5.4304108458181455}, [93, 70, 99, 77, 47, 59, 20, 40, 61])"
10022,"({89: 0.8720555769000332}, [89, 68, 62, 19, 6, 94, 66, 10, 1])"
10023,"({22: 5.6246689438385555}, [22, 55, 100, 61, 53, 70, 35, 42, 87])"
10024,"({83: 4.491579682628803}, [83, 80, 65, 28, 100, 91, 96, 95, 14])"
10025,"({36: 6.558137247511243}, [36, 6, 87, 100, 21, 34, 80, 45, 69])"
10026,"({95: 1.9323861485193476}, [95, 89, 47, 82, 70, 90, 72, 59, 94])"
10027,"({89: 1.8881845679019702}, [89, 76, 36, 27, 72, 97, 93, 56, 96])"
10028,"({89: 2.074229264065509}, [89, 76, 72, 87, 80, 81, 83, 5, 21])"
10029,"({42: 4.121674255892913}, [42, 49, 65, 54, 53, 48, 7, 95, 81])"
10030,"({89: 4.577378595806056}, [89, 32, 87, 76, 98, 92, 72, 83, 95])"
10031,"({87: 0.9193708410953466}, [87, 72, 83, 81, 76, 36, 22, 89, 35])"
10032,"({29: 2.4630291118294085}, [29, 35, 55, 91, 69, 48, 72, 100, 83])"
10033,"({27: 2.1566431236307126}, [27, 66, 35, 11, 72, 76, 54, 8, 99])"
10034,"({50: 5.146150612582575}, [50, 94, 87, 89, 36, 100, 96, 72, 98])"
10035,"({89: 3.577015971098003}, [89, 32, 49, 68, 50, 93, 83, 72, 76])"
10036,"({10: 2.713436481841724}, [10, 52, 51, 100, 94, 9, 57, 73, 76])"
10037,"({50: 7.049837534627085}, [50, 54, 61, 65, 27, 11, 62, 66, 2])"
10038,"({89: 3.584319397444174}, [89, 72, 42, 93, 91, 12, 83, 84, 90])"
10039,"({53: 2.1593877487527053}, [53, 72, 76, 21, 83, 56, 14, 98, 89])"
10040,"({65: 6.753343963647486}, [65, 87, 25, 92, 72, 76, 6, 80, 78])"
10041,"({86: 2.262490036562377}, [86, 89, 67, 94, 9, 62, 76, 96, 18])"
10042,"({49: 5.578930344071306}, [49, 69, 62, 26, 46, 70, 96, 5, 84])"
10043,"({42: 6.428974968951119}, [42, 83, 76, 72, 87, 6, 91, 89, 93])"
10044,"({89: 2.7384615592296777}, [89, 97, 62, 28, 76, 72, 91, 96, 93])"
10045,"({90: 6.255193391639303}, [90, 89, 62, 86, 93, 78, 94, 97, 19])"
10046,"({68: 5.674450747394228}, [68, 63, 84, 91, 93, 90, 97, 94, 96])"
10047,"({50: 5.674095032202536}, [50, 53, 54, 89, 27, 72, 76, 66, 93])"
10048,"({29: 5.212418918305527}, [29, 21, 81, 80, 26, 14, 34, 100, 42])"
10049,"({22: 6.062498112300218}, [22, 40, 39, 6, 36, 45, 56, 29, 61])"
10050,"({89: 4.238367627247437}, [89, 47, 76, 54, 6, 61, 92, 48, 72])"
10051,"({93: 6.9622538811662755}, [93, 28, 65, 32, 89, 31, 78, 83, 72])"
10052,"({89: 4.818196780455075}, [89, 93, 97, 91, 62, 72, 95, 92, 88])"
10053,"({27: 3.5135613059601436}, [27, 89, 36, 55, 81, 91, 76, 42, 10])"
10054,"({40: 6.960609122834102}, [40, 63, 29, 3, 36, 1, 68, 62, 59])"
10055,"({8: -0.3436057951336483}, [8, 49, 65, 46, 48, 87, 14, 95, 10])"
10056,"({53: 5.644930987953368}, [53, 89, 29, 76, 97, 93, 72, 19, 91])"
10057,"({50: -0.4087355614010497}, [50, 89, 83, 72, 76, 36, 62, 97, 75])"
10058,"({50: 4.00667052544159}, [50, 3, 1, 2, 53, 69, 89, 32, 66])"
10059,"({6: 6.810496649694139}, [6, 11, 52, 70, 28, 12, 9, 40, 93])"
10060,"({31: 0.1982334227928212}, [31, 76, 89, 69, 72, 62, 21, 73, 78])"
10061,"({36: 1.5540168437919815}, [36, 2, 89, 98, 93, 83, 40, 65, 100])"
10062,"({29: 5.514763389515158}, [29, 89, 93, 53, 36, 91, 83, 76, 27])"
10063,"({36: 4.872344590302542}, [36, 50, 32, 27, 31, 53, 76, 11, 93])"
10064,"({97: 3.8667261830466844}, [97, 94, 93, 88, 89, 72, 91, 86, 95])"
10065,"({50: -4.451756649469648}, [50, 76, 72, 36, 54, 34, 66, 53, 80])"
10066,"({78: 6.5053923997051335}, [78, 68, 35, 82, 83, 87, 89, 96, 98])"
10067,"({18: 5.263642513365749}, [18, 97, 28, 38, 91, 68, 84, 9, 50])"
10068,"({31: 7.948243018802934}, [31, 35, 69, 22, 46, 42, 27, 12, 78])"
10069,"({100: -0.917890820486253}, [100, 3, 7, 95, 67, 65, 48, 15, 31])"
10070,"({6: 6.536794658693271}, [6, 39, 100, 73, 23, 78, 59, 22, 26])"
10071,"({62: 6.336142498016281}, [62, 89, 91, 28, 76, 53, 92, 6, 79])"
10072,"({6: 1.8628326276221876}, [6, 76, 89, 31, 100, 42, 83, 80, 93])"
10073,"({68: 3.1042773828797268}, [68, 56, 29, 72, 66, 35, 76, 89, 34])"
10074,"({62: 6.212980139360589}, [62, 68, 2, 89, 47, 56, 19, 6, 97])"
10075,"({72: 1.2854284333270236}, [72, 27, 83, 56, 36, 76, 100, 31, 81])"
10076,"({32: 3.5334203443372427}, [32, 89, 72, 21, 31, 69, 56, 93, 98])"
10077,"({38: 3.938598031791339}, [38, 22, 89, 69, 87, 72, 93, 21, 86])"
10078,"({89: 2.0437792584076004}, [89, 76, 72, 50, 87, 93, 35, 10, 1])"
10079,"({62: 8.370362817582219}, [62, 68, 49, 89, 88, 35, 39, 78, 9])"
10080,"({22: 2.438502944050125}, [22, 72, 55, 45, 98, 59, 35, 85, 73])"
10081,"({11: 2.2735572501891212}, [11, 12, 47, 35, 25, 89, 98, 100, 76])"
